id,district,street,name,beds,since,address,phone,zipcode,type,legal_person
197,金山区,吕巷镇,上海金山区吕巷镇干巷敬老院,50,1985-06-01,上海市金山区吕巷镇干林路2818号,57206981-8008,201518,公建民营,马翠英
198,金山区,吕巷镇,上海金山区吕巷镇敬老院,302,1999-06-29,上海市金山区吕巷镇太平村蒋巷1组,57371549,201517,公建公营,韩爱华
199,金山区,吕巷镇,上海鑫阳养老院,136,2018-07-10,上海市金山区吕巷镇汇丰大街588号,57325666,201518,民建民营,杨高
200,金山区,山阳镇,上海金山区山阳镇敬老院,362,2000-12-20,上海市金山区山阳镇山倪路1600号,57241684,201508,公建公营,戚旭旻
201,金山区,石化街道,上海金山区永乐养老院,150,2008-08-08,上海市施二路55弄2号,021-67221589,200540,民建民营,俞向东
202,金山区,石化街道,上海金山区海棠养老院,56,2023-11-01,上海市隆安路232号海棠新村70号,13764703334,,公建民营,万秀萍
203,金山区,石化街道,上海金山区石化街道敬老院,60,2003-05-28,上海市金山区石化街道石化十村113号,57936835,200540,公建公营,盛士芳
204,金山区,亭林镇,上海金山区亭林镇敬老院,101,1984-07-08,上海市金山区亭林镇桃贤路28号,57232009,201505,公建公营,庄慧君
205,金山区,亭林镇,上海金山区亭林镇松隐养老院,150,2005-02-08,上海市金山区亭林镇松隐大街456号,67229050,201504,民建民营,鲁增寿
206,金山区,亭林镇,上海金山区亭林镇松隐敬老院,54,1983-04-28,上海市金山区亭林镇松隐大街496号,57381091,201504,公建公营,王忠良
207,金山区,亭林镇,上海金山区亭林镇第二敬老院,88,2016-05-23,上海市金山区亭林镇大通路14号,67968832,201505,公建公营,王忠良
208,金山区,亭林镇,上海金福居敬老院,200,2008-12-01,上海市金山区亭林镇车亭公路3466号,021-57237111,201505,民建民营,许永春
209,金山区,张堰镇,上海九堰养老院有限公司,200,2021-03-05,上海市松金公路2800弄101-136号,021-57211996,,公建民营,房湦笛
210,金山区,张堰镇,上海金山区张堰镇敬老院,135,1985-02-28,上海市金山区张堰镇张漕公路28号,021-57217699,201514,公建公营,成娜红
211,金山区,朱泾镇,上海安宁养老院,100,2011-09-28,上海市金山区朱泾镇新农康健路46号,021-57346600,201503,公建公营,戈金宝
212,金山区,朱泾镇,上海新农普度养老院,161,2010-02-28,上海市金山区朱泾镇慧农村5008号,57341163,201503,民建民营,胡善红
213,金山区,朱泾镇,上海金山区朱泾镇第一敬老院,106,1985-04-18,上海市金山区朱泾镇民主村东方红11组3006号,57325501,201500,公建公营,王永华
214,金山区,朱泾镇,上海金山区朱泾镇第二敬老院,116,1978-10-01,上海市金山区朱泾镇浦银路240号,57345030,201503,公建公营,陆秋花
215,金山区,朱泾镇,上海金山区逸庭养老院,153,2018-05-25,上海市金山区朱泾镇金张公路7193号,57319716,201599,民建民营,潘兴观
216,金山区,朱泾镇,上海颐和苑养老中心,1792,2014-05-12,上海市金山区金石北路7800号,37284268,201599,民建民营,周保云
217,金山区,朱泾镇,上海颐和苑老年服务中心,966,2007-02-16,上海市金山区朱泾镇金石北路7666号,37284268,201599,民建民营,周保云
218,静安区,宝山路街道,上海静安区宝山路街道敬老院,50,2000-05-01,上海市静安区宝山路街道止园路400弄7号甲,56620793,200071,公建民营,王蔚
219,静安区,曹家渡街道,上海市静安区恒裕曹家渡老年福利院,499,2016-11-16,上海市静安区曹家渡街道万航渡路767弄43号,62307522,200042,公建民营,聂建明
220,静安区,曹家渡街道,上海静安区日月星养老院,302,2015-01-13,上海市余姚路338号,52752709,200042,民建民营,陈丽君
221,静安区,曹家渡街道,上海静安区曹家渡爱华养老院,120,2006-09-15,上海市胶州路485号,62157096,200042,民建民营,花智亮
222,静安区,大宁路街道,上海豪锦粤秀养老院,273,2007-12-18,上海市粤秀路518号,021-56773167,200072,民建民营,边一行
223,静安区,共和新路街道,上海益福养老院,58,2018-03-01,上海市静安区共和新路街道西藏北路/弄1375号,021-66271070    021-66270061,200070,民建民营,董士勇
224,静安区,共和新路街道,上海静安区共和新路街道敬老院,50,2000-05-01,上海市柳营路319弄45号甲,56422960,200072,公建民营,梁苏琴
225,静安区,共和新路街道,上海静安区颐和养老院,241,2011-05-02,上海市普善路858弄2号,51601145,200070,民建民营,肖镛芬
226,静安区,江宁路街道,上海市静安区乐宁老年福利院,167,2014-12-09,上海市景苑街道,62566060,200040,公建民营,刘柱
227,静安区,静安寺街道,上海静安区孙克仁老年福利院,125,2008-11-11,上海市静安区静安寺街道延安西路/弄399号,62489215,200040,公建公营,陈大为
228,静安区,静安寺街道,平安臻颐年（上海）企业管理有限公司静安八号养老服务分公司（颐年城·静安8号）,50,,上海市静安区常熟路8号（裙房）2层206室、3层301室、4层401室,,,,张明泽
229,静安区,临汾路街道,上海和养临汾养护院,321,2016-04-04,上海市静安区临汾路街道汾西路360号,36601366,200435,公建民营,潘寅磊
230,静安区,临汾路街道,上海市静安区和养老年福利院,317,2017-09-01,上海市阳泉路429号,021-56915473,200435,公建民营,赵斌
231,静安区,临汾路街道,上海静安区一家人家敬老院,100,2005-08-30,上海市阳曲路570弄7号,56889588,200435,民建民营,罗赛菊
232,静安区,临汾路街道,上海静安区和养天目西养护院,300,2010-12-21,上海市沪太路453弄84号,66290051,200070,公建民营,王振红
233,静安区,临汾路街道,上海静安区爱知里敬老院,42,2019-07-03,上海市静安区临汾路街道闻喜路251弄23号,58858805,200435,民建民营,赵剑春
234,静安区,彭浦新村街道,上海和养第二老年公寓,130,2006-10-26,上海市静安区彭浦新村街道临汾路1513弄45号,52843156,200435,公建民营,金伟勇
235,静安区,彭浦新村街道,上海静安三普养老院有限公司,550,2023-03-02,上海市静安区平型关路1619弄1号,021-66989800,,民建民营,蒋国健
236,静安区,彭浦新村街道,上海静安区文华敬老院,146,2001-07-08,上海市彭浦新村,56404753,200443,民建民营,熊文静
237,静安区,彭浦镇,上海和养宝华养护院,340,2016-10-18,上海市静安区彭浦镇江场西路1200号,56208166-8000,200436,公建民营,朱淼雯
238,静安区,彭浦镇,上海和养彭浦养护院,405,2016-12-22,上海市静安区江场西路1655号,35653599,200436,公建民营,张亚东
239,静安区,彭浦镇,上海静安区皓馨养老院,60,2005-06-29,上海市静安区彭浦镇场中路3332弄1号,56506853,200436,民建民营,杨坚
240,静安区,芷江西路街道,上海静安区芷江西路街道居家养老服务中心,10,,上海市徐家宅路93号3楼,,,,唐海波
241,闵行区,古美路街道,上海闵行区古美敬老院,95,2000-07-01,上海市闵行区古美街道虹莘路2288弄135号,54162838,201101,公建公营,钱家民
242,闵行区,古美路街道,上海闵行区平阳敬老院,200,2008-11-01,上海市闵行区古美街道平阳路1225号,34174387,201102,公建公营,俞炳荣
243,闵行区,古美路街道,上海闵行区莲花老年公寓,187,2006-09-01,上海市闵行区古美街道莲花路1115号,34226575,201102,公建民营,陈振威
244,闵行区,虹桥镇,上海市长宁区社会福利院,120,1990-10-01,上海市闵行区虹桥镇红松路81弄158号,021-34213279,201103,公建公营,张哲人
245,闵行区,虹桥镇,上海程家桥耆乐园养老院有限公司,184,2018-09-03,上海市闵行区虹桥镇程家桥路238号、258号6幢、10幢,021-64020768,201103,民建民营,汤忠萍
246,闵行区,虹桥镇,上海闵行区虹桥镇敬老院,605,1993-10-01,上海市闵行区虹桥镇环镇南路120号,64063939,201103,公建公营,赵韵
247,闵行区,虹桥镇,上海闵行区虹桥镇龙柏敬老院,72,1998-10-01,上海市闵行区虹桥镇龙柏七村104号,34313038,201103,公建公营,王蓓兰
248,闵行区,华漕禛,上海闵行区华漕镇敬老院,500,2001-04-01,上海市季乐路76号,62212615,201107,公建民营,徐怡
249,闵行区,华漕禛,上海闵行区西郊福利院,304,2022-11-01,上海市繁兴路461号,62203788,,民建民营,阮彩友
250,闵行区,华漕镇,上海新东苑养老服务有限公司快乐家园养老院,420,2017-12-01,上海市金光路199弄,64062222,201107,民建民营,沈慧琴
251,闵行区,华漕镇,上海闵行区继王敬老院,271,2009-03-01,上海市闵行区华漕镇纪翟路2780号,52968668,201107,民建民营,孙惠珍
252,闵行区,江川路街道,上海恩光敬老院,132,1999-09-01,上海市闵行区江川路街道凤庆路1058号,64635483,200240,民建民营,张爱理
253,闵行区,江川路街道,上海闵行区江川敬老院,426,2017-08-01,上海市闵行区江川路街道江川东路830弄27号,64202287,200240,公建民营,华锋英
254,闵行区,江川路街道,上海闵行区海鸥养老院,725,2022-07-20,上海市江川路街道碧江路310号,021-60901580,,民建民营,王东峰
255,闵行区,马桥镇,上海闵行区华哈养老院,140,2008-08-01,上海市闵行区马桥镇昆阳路168号,51103858,201111,民建民营,郑科
256,闵行区,马桥镇,上海闵行区扩伦福利院,293,2006-07-01,上海市闵行区马桥镇江川路1565弄10号12号,34098733,201111,民建民营,唐伟荣
257,闵行区,马桥镇,上海闵行区紫江敬老院,81,2010-08-01,上海市闵行区马桥镇北松公路818号,64093266,201111,民建民营,楼乐华
258,闵行区,马桥镇,上海闵行区马桥镇敬老院,394,1984-05-01,上海市元松15号,54842967,201111,公建公营,叶永强
259,闵行区,梅陇镇,上海市闵行区梅陇颐乐养老院,498,2015-06-01,上海市闵行区梅陇镇双柏路1333弄58号,52217891,201108,公建民营,杨嵘
260,闵行区,梅陇镇,上海闵行区曙东颐养院,1366,,上海市金都路1509号,,,,袁久红
261,闵行区,梅陇镇,上海闵行区虹梅敬老院,200,1999-08-01,上海市闵行区梅陇镇景联路1109号,64973228,201108,公建民营,张世伟
262,闵行区,梅陇镇,上海闵行区陇南敬老院,189,2015-02-01,上海市虹梅南路768号,54573258,200237,民建民营,樊大荣
263,闵行区,浦江镇,上海浦江星堡老年服务有限公司,762,2016-03-01,上海市闵行区联航路1505弄5号楼1层、202-207室,021-31001518,201112,民建民营,丁双沂
264,闵行区,浦江镇,上海闵行区一家人敬老院,519,2013-06-03,上海市闵行区浦江镇召楼路2926号,021-34793100,201112,公建民营,钱家民
265,闵行区,浦江镇,上海闵行区晨星敬老院,56,2011-12-01,上海市闵行区浦江镇沿浦路15号,64918691,201112,民建民营,张雨仙
266,闵行区,浦江镇,上海闵行区江航养老院,180,2021-06-03,上海市浦航路379号,64910009,,公建民营,蒋冬华
267,闵行区,浦江镇,上海闵行区浦江永康城养老院,384,2024-10-16,上海市跃进河路599号,34687161,,公建民营,孙晴云
268,闵行区,浦江镇,上海闵行区浦江鲁坤养老院,252,2022-07-14,上海市鲁坤路321号,17301828180、31108269,,公建公营,王新江
269,闵行区,浦江镇,上海闵行区福星养老院,128,2019-04-02,上海市苏召路1086号,021-33882868,201114,民建民营,陈海锋
270,闵行区,浦锦街道,上海新浦江耆乐园养老院有限公司,148,2017-10-01,上海市闵行区浦锦街道浦锦路1246号,021-64899980,201112,民建民营,张燕萍
271,闵行区,浦锦街道,上海闵行区世柏敬老院,62,2014-05-01,上海市闵行区浦锦街道南江燕路409号,20922999,201114,公建民营,杨正权
272,闵行区,七宝镇,上海闵行区七宝敬老院,316,2017-11-01,上海市中谊路965号,021-52965271,201101,公建民营,范哲沂
273,闵行区,七宝镇,上海闵行区中谊福利院,731,2009-07-01,上海市闵行区七宝镇中谊路955号1号楼,54889450,201101,公建公营,王金莉
274,闵行区,莘庄工业区,上海闵行区莘庄工业区敬老院,290,2011-11-01,上海市闵行区莘庄工业区联农路588号,52961911,201108,公建民营,王新江
275,闵行区,莘庄镇,上海喜满楼敬老院,180,2007-12-01,上海市闵行区莘庄镇中春路5801号,13003197423,201114,民建民营,唐咸喜
276,闵行区,莘庄镇,上海南张安老院,80,1989-12-01,上海市闵行区莘庄镇秀文路485弄50号,54136708,201199,民建民营,吴高生
277,闵行区,莘庄镇,上海闵行区康城敬老院,151,2012-05-01,上海市闵行区莘庄镇莘松路958弄大浪湾道66-67号,64930775,201199,公建民营,陈光明
278,闵行区,莘庄镇,上海闵行区莘庄镇敬老院,550,2009-10-01,上海市莘西路66号,64983655*8110,201199,公建民营,陆建新
279,闵行区,吴泾镇,上海祥和敬老院,50,2009-04-23,上海市龙吴路5591号,64525033,200241,民建民营,吴慧
280,闵行区,吴泾镇,上海闵行区亲情安养院,192,2005-08-01,上海市闵行区剑川路50弄28号,13341619815,200241,民建民营,张琳
281,闵行区,吴泾镇,上海闵行区吴泾镇敬老院,99,1992-03-01,上海市剑川路100弄139号,64520174,200241,公建民营,周靓
282,闵行区,吴泾镇,上海闵行区夕阳红养老院,100,2009-02-01,上海市闵行区吴泾镇剑川路50弄200号,64503885,200241,民建民营,蒋定君
283,闵行区,吴泾镇,上海闵行区永德敬老院,380,2018-09-03,上海市曹家塘路100号,021-34121291,200241,公建民营,周靓
284,闵行区,新虹街道,上海闵行区呵护家颐养院,493,2019-01-03,上海市闵行区新虹街道南华路35号,021-66263777,0,民建民营,林道永
285,闵行区,新虹街道,上海闵行区新虹敬老院,197,2011-05-01,上海市闵行区新虹街道润虹路798号,021-34665055,201107,公建民营,陆英
286,闵行区,颛桥镇,上海大华福利院,290,1999-09-01,上海市闵行区颛桥镇中春路2626号,64896890,,民建民营,吴桂明
287,闵行区,颛桥镇,上海闵行区北桥老年福利院,92,2019-02-19,上海市沪闵路1810号,33360523,201108,公建民营,王子恪
288,闵行区,颛桥镇,上海闵行区君莲养老院,498,2014-11-14,上海市闵行区颛桥镇沪光路225号,021-54724882,201108,公建公营,诸培红
289,闵行区,颛桥镇,上海闵行区爱德养老院,181,1997-07-01,上海市闵行区颛桥镇沪闵路1774号C座南门,64906949,201108,公建民营,李峥
290,闵行区,颛桥镇,上海闵行区福禄寿敬老院,320,1995-04-01,上海市闵行区颛桥镇瓶北路38号,021-64908100,201109,民建民营,吴凤美
291,闵行区,颛桥镇,上海闵行区颛桥敬老院,158,2005-08-29,上海市联农路39号,64422475,201108,公建公营,曹永其
292,浦东新区,北蔡镇,上海市黄浦区小东门街道敬老院,50,1997-11-01,上海市浦东新区北蔡镇沪南路2441弄28号,68933604,201204,民建民营,陈艳
293,浦东新区,北蔡镇,上海万福年华养护院,89,2016-04-13,上海市浦东新区北蔡镇沪南路865号,021-68580955,201204,民建民营,谢文林
294,浦东新区,北蔡镇,上海信养养老服务有限公司浦东信颐养老院分公司,176,2021-12-31,上海市北艾路1481、1485号,13818883031,,民建民营,魏松
295,浦东新区,北蔡镇,上海凯健华鹏养老院有限公司,78,2012-06-14,上海市华鹏路96号,68387000,200125,民建民营,邵明
296,浦东新区,北蔡镇,上海安达养护院,195,2003-08-08,上海市浦东新区北蔡镇莲园路359号,50421225,201204,民建民营,何敏
297,浦东新区,北蔡镇,上海市浦东新区北蔡镇莲溪养护院,196,2005-01-31,上海市北中路575号,58911753,200120,公建公营,赵文蓉
298,浦东新区,北蔡镇,上海市浦东新区北蔡镇鹏海养护院,283,2024-06-05,上海市浦东新区五星路375号,021-50580566,,公建民营,徐晓卿
299,浦东新区,曹路镇,上海市浦东新区曹路养护院,506,2022-03-08,上海市龚路支路385号,18317151522,,公建民营,高万杰
300,浦东新区,曹路镇,上海市浦东新区曹路镇期颐养老院,250,2006-06-09,上海市浦东新区曹路镇杨东路6号,021-58632886,201209,公建民营,董志刚
301,浦东新区,曹路镇,上海市浦东新区曹路镇顾路养护院,413,2005-02-20,上海市顾东村吴家宅8号,58630900,201209,公建民营,周雪萍
302,浦东新区,曹路镇,上海正华养老院,155,2004-09-10,上海市川沙路1188号,58561117,201209,民建民营,陶秀群
303,浦东新区,曹路镇,上海浦东新区互利佳养护院,306,2021-11-15,上海市浦东新区民秋路578、632号,021-50759680,,民建民营,华征宇
304,浦东新区,川沙新镇,上海善芯养护院,250,2007-08-27,上海市浦东新区川沙新镇陈桥村888号-1,58167771,201322,民建民营,陆璐
305,浦东新区,川沙新镇,上海市浦东新区川沙养护院,636,2023-05-18,上海市川周公路8285号,68650219,,公建民营,朱懿德
306,浦东新区,川沙新镇,上海市浦东新区川沙新镇德川养护院,303,2009-07-13,上海市德川路469号,58447986,201200,公建公营,顾伟慧
307,浦东新区,川沙新镇,上海市浦东新区浦惠明川养护院,608,2013-12-26,上海市浦东新区川沙新镇明川路258号,68911231,201200,公建民营,夏蔚峰
308,浦东新区,川沙新镇,上海浦东新区会龙养老院,80,2005-01-05,上海市浦东新区川沙新镇六灶社区会龙村三组,18221918985,201322,民建民营,刘凯
309,浦东新区,川沙新镇,上海浦东新区川沙六团敬老院,100,2003-12-05,上海市浦东新区川沙新镇德兴街55号,58593784,201202,公建公营,乔燕
310,浦东新区,川沙新镇,上海浦东新区川沙第二敬老院,158,2018-09-17,上海市浦东新区川沙新镇川黄路1号桥东首,58981885，68650157,201200,公建公营,周峰
311,浦东新区,大团镇,上海公谊养护院,130,2005-12-09,上海市浦东新区大团镇团新村10组,13916708713,201311,民建民营,丁美凤
312,浦东新区,大团镇,上海浦东新区大团敬老院,120,2001-05-30,上海市浦东新区大团镇永春东路16号,58082515,201311,公建民营,张国芳
313,浦东新区,大团镇,上海浦东新区永春养护院,150,2003-11-26,上海市浦东新区大团镇永春东路18号,021-58086248,201311,民建民营,王晓君
314,浦东新区,大团镇,上海能益养老院,252,2003-01-14,上海市浦东新区大团镇扶栏村438号,021-20799668,201312,民建民营,王建龙
315,浦东新区,东明路街道,上海市浦东新区东明路街道世博家园养老院,200,2007-09-10,上海市东泰林路158号,50658622,201204,公建民营,严海滨
316,浦东新区,东明路街道,上海市浦东新区东明路街道心悦家园养老院,108,2018-11-19,上海市浦东新区东明路街道环林东路815、817号,58382826,200123,公建民营,严海滨
317,浦东新区,东明路街道,上海市浦东新区东明路街道永泰养老院,93,2004-12-01,上海市浦东新区东明路街道永泰路1129弄96号,50652790,200123,公建民营,龚毅
318,浦东新区,高东镇,上海市浦东新区高东镇第一养老院,305,2011-08-10,上海市浦东新区高东镇镇南路116号,20250776,201208,公建公营,包维璐
319,浦东新区,高桥镇,上海市浦东新区高桥镇凌桥养护院,376,2018-05-04,上海市浦东新区高桥镇双江路1323号、1339号,24150707,200137,公建公营,辛燕丽
320,浦东新区,高桥镇,上海浦东新区金色港湾老年公寓,250,2001-06-18,上海市溪兰路125号,58674032,200126,民建民营,谢荣娣
321,浦东新区,高桥镇,上海浦东新区高桥吉祥敬老院,250,2006-10-10,上海市浦东新区高桥镇欧高路382号,58677838,200137,公建公营,辛燕丽
322,浦东新区,高桥镇,上海浦东新区高桥幸福敬老院,80,2006-10-10,上海市浦东新区高桥镇学后街路39号,50412511,200137,公建公营,辛燕丽
323,浦东新区,高行镇,上海市浦东新区高行镇万安养老院,500,2009-04-02,上海市新行路306号,68689881,201208,公建公营,王莉馨
324,浦东新区,航头镇,上海市浦东新区浦惠鹤韵养护院,113,2019-01-04,上海市浦东新区航头镇鹤韵路201号,021-68015699,201317,公建民营,夏蔚峰
325,浦东新区,航头镇,上海市浦东新区航头镇鹤祥颐养院,200,2022-11-10,上海市南航路19号,15821233872,,公建民营,朱赟
326,浦东新区,航头镇,上海市浦东新区鹤波养护院,242,2023-02-15,上海市航春路700号,31011959（业务办）*18721388700夏老师,,公建民营,张勇
327,浦东新区,航头镇,上海浦东新区航头镇下沙敬老院,426,2001-04-11,上海市浦东新区下沙沪南路4845号,58141048,201317,民建民营,杨正权
328,浦东新区,航头镇,上海浦东新区航头阳光养老院,186,2007-04-10,上海市航南路101号,68221299,201316,民建民营,黄依荔
329,浦东新区,航头镇,上海白金养老院,246,2007-08-08,上海市下沙新街103号,58145775,201300,民建民营,滕世瑞
330,浦东新区,航头镇,上海航馨养护院,380,2001-05-30,上海市浦东新区航头镇航南公路501号,58229011,201316,民建民营,陆明
331,浦东新区,航头镇,上海香柏养老院,75,2006-09-26,上海市浦东新区航头镇下盐路1018号,58140730,201317,民建民营,颜鸿斌
332,浦东新区,合庆镇,上海浦东新区合庆敬老院,260,2004-07-09,上海市浦东新区合庆镇青暮路281号,02168901803,200136,民建民营,高祎伽
333,浦东新区,合庆镇,上海浦东新区爱心养老公寓,320,2006-12-19,上海市奚阳路612-618号,（021）68919958,201201,民建民营,彭天明
334,浦东新区,合庆镇,上海青墩养老院,280,2015-07-06,上海市浦东新区合庆镇大星村二队,68910655,201201,民建民营,张超
335,浦东新区,沪东新村街道,上海浦东新区沪东社区敬老院,68,1998-10-09,上海市柳埠路142弄48号,58507411,200129,公建民营,吴滨
336,浦东新区,沪东新村街道,上海浦东新区沪东社区朱家门敬老院,115,2008-06-04,上海市浦东大道2970弄31号,50382074,200129,公建民营,吴滨
337,浦东新区,沪东新村街道,上海红日养老院有限公司,180,2019-04-29,上海市博兴路202-222号双1-2层、博兴路224号2层室、博兴路226-246号双1-2层、博兴路248弄1-4号301-308室,021-68407115,200129,民建民营,陈琦
338,浦东新区,花木街道,上海市黄浦区南京东路街道敬老院,60,1996-10-01,上海市浦东新区花木街道严桥路240弄10号,58393402,200125,公建民营,曹丽娟
339,浦东新区,花木街道,上海市黄浦区外滩街道敬老院,60,2001-02-01,上海市浦东新区花木街道严桥路240弄15号,58390312,200125,公建公营,张欣
340,浦东新区,花木街道,上海市浦东新区花木社区街道广洋养老院,142,2003-10-22,上海市灵山路2011弄59号,50769792-8409,200135,公建民营,孔祥跃
341,浦东新区,花木街道,上海浦东新区由由信福养老院,1251,2023-05-04,上海市下南路1288弄1-5号，华绣路399号，高科西路1988号,021-58800208,,民建民营,吴浪
342,浦东新区,花木街道,上海浦东新区申东颐养院,180,2006-11-16,上海市严桥路306号,50890306,200125,民建民营,占桂兰
343,浦东新区,花木街道,上海浦东新区花木敬老院,98,2003-10-22,上海市玉兰路58号,68452975,201204,公建民营,孔祥跃
344,浦东新区,惠南镇,上海市浦东新区听和养护院,245,,上海市浦东新区拱鸣路240号,,,,朱懿德
345,浦东新区,惠南镇,上海市浦东新区听康养护院,242,2020-04-02,上海市浦东新区惠南镇听康路62号,50888552,201399,公建民营,耿洪
346,浦东新区,惠南镇,上海市浦东新区惠南镇惠乐养老院,138,2010-10-15,上海市川南奉公路6168号,58270892,201301,公建公营,沈莉萍
347,浦东新区,惠南镇,上海市浦东新区惠南镇惠颐养护院,250,2010-04-13,上海市南祝路2700号,13524014485,201324,公建公营,沈小萍
348,浦东新区,惠南镇,上海市浦东新区惠南镇黄路养老院,82,2001-05-30,上海市黄路文卫路51号,58270061,210300,公建公营,沈莉萍
349,浦东新区,惠南镇,上海市浦东新区惠康养护院,264,2024-07-25,上海市浦东新区拱川路701号,,,公建民营,金振华
350,浦东新区,惠南镇,上海心悦养老院,54,2004-04-07,上海市浦东新区惠南镇南门路70号,58011019,201300,民建民营,黄娅青
351,浦东新区,惠南镇,上海浦东新区衡山人寿堂养护院,161,2022-01-18,上海市南园路28号1幢1号楼,58000000,,民建民营,冯强
352,浦东新区,金桥镇,上海市浦东新区金桥镇张桥养护院,139,1998-08-10,上海市佳林路82弄161号,58549557,201206,公建民营,张敏瑜
353,浦东新区,金桥镇,上海市浦东新区金桥镇申江养护院,252,2011-02-19,上海市浦东新区金桥镇申江路2480号,20248705,201206,公建民营,顾杰人
354,浦东新区,金杨新村街道,上海市浦东新区新金桥金杨养老院,290,2019-02-11,上海市浦东新区金杨新村街道博山东路629号,68800207,200136,公建民营,冯琍萍
355,浦东新区,金杨新村街道,上海市浦东新区碧云颐养院,120,2024-08-20,上海市浦东新区枣庄路567号9号楼,13524517135,,公建民营,高万杰
356,浦东新区,金杨新村街道,上海市浦东新区金杨新村街道灵山养老院,75,2004-12-22,上海市浦东新区金杨新村街道灵山路2011弄29号,50768761,200136,公建民营,陈琦
357,浦东新区,金杨新村街道,上海春馨养护院,150,2014-12-10,上海市浦东新区金杨新村街道浦东大道2507号,021-50273890,200136,民建民营,陈春良
358,浦东新区,金杨新村街道,上海浦东新区安达锦阳敬老院,88,2014-08-01,上海市浦东新区金杨新村街道枣庄路658弄11号,50716322,200136,民建民营,何敏
359,浦东新区,金杨新村街道,上海浦东新区美馨敬老院,73,2003-01-31,上海市浦东新区金杨新村街道金杨路660弄23号,50755222,200135,民建民营,曾丽馨
360,浦东新区,金杨新村街道,上海浦东新区金杨第二敬老院,135,2004-12-27,上海市龙居路180弄20号甲,58520957,200136,公建民营,陈琦
361,浦东新区,康桥镇,上海亲和源老年公寓,548,2008-03-19,上海市秀沿路2999弄,021-50883010,201319,民建民营,奚志勇
362,浦东新区,康桥镇,上海亲和源颐养院,200,2009-03-10,上海市宁怡,38256162,201319,民建民营,沈珺
363,浦东新区,康桥镇,上海市浦东新区康桥镇璞华养护院,460,2021-07-22,上海市秀海路197号,13391006078,,公建民营,吴滨
364,浦东新区,康桥镇,上海浦东新区康桥镇敬老院,99,2018-06-08,上海市浦东新区康桥镇拯安路55号,58132331,201318,公建公营,张国荣
365,浦东新区,老港镇,上海浦东新区老港敬老院,128,2007-04-10,上海市牛肚村,58052579,201302,公建公营,周怡
366,浦东新区,老港镇,上海龙港养护院,130,2014-03-31,上海市浦东新区老港镇老芦公路398号,021-68018668,201302,民建民营,马龙德
367,浦东新区,陆家嘴街道,上海市黄浦区千鹤老年公寓（乳山院）,163,2017-11-11,上海市乳山路139号,58883658,200120,公建公营,高来成
368,浦东新区,陆家嘴街道,上海市黄浦区第二社会福利院,120,1989-10-01,上海市浦东新区陆家嘴街道东园四路427号,58829963,200120,公建公营,陈一峰
369,浦东新区,陆家嘴街道,上海浦东新区陆家嘴敬老院,93,2017-06-09,上海市崂山二村48号,58922503,200120,公建民营,瞿文
370,浦东新区,南汇新城镇,上海市浦东新区临港养护院,560,2022-08-25,上海市紫娇路60号,58099990,,公建民营,张佳萍
371,浦东新区,南码头路街道,上海市黄浦区第一社会福利院,250,1984-02-14,上海市浦东新区南码头路街道东三街路55号,50936252,200125,公建公营,顾正财
372,浦东新区,南码头路街道,上海黄浦区兴林老年公寓,210,2007-05-16,上海市浦东新区南码头路街道南码头路52号,68389878,200125,民建民营,沈秋萍
373,浦东新区,南码头路街道,上海市浦东新区南码头路街道南园养老院,103,2002-04-26,上海市浦东新区南码头街道浦三路628弄18号,50779884,200125,公建民营,汤和芬
374,浦东新区,南码头路街道,上海市浦东新区南码头路街道南风养老院,80,2009-04-02,上海市东三里桥路160弄22号,58816242,200125,公建民营,张红翠
375,浦东新区,南码头路街道,上海浦东市南养老院,191,2009-04-02,上海市西三里桥路6号,021-58892115,200125,民建民营,梁红
376,浦东新区,南码头路街道,上海浦东新区民众敬老院,274,2005-12-09,上海市浦三路741弄28号,021-50771286,200125,民建民营,柏蓉
377,浦东新区,泥城镇,上海仁爱养护院,271,2005-03-01,上海市马五公路351号,58241976,201306,民建民营,林文娟
378,浦东新区,泥城镇,上海市浦东新区泥城镇云夏养老院,248,2024-03-26,上海市浦东新区泥城镇云夏路118号,021-58700010,,公建民营,邵震波
379,浦东新区,泥城镇,上海明家养护院,324,2003-11-03,上海市浦东新区泥城镇彭平东路1103弄76号,58241194,201306,民建民营,高明华
380,浦东新区,泥城镇,上海春雷养护院,200,2007-11-21,上海市彭镇艺华路1号,58241785,201307,民建民营,何春雷
381,浦东新区,浦兴路街道,上海伟业养护院,98,2019-01-16,上海市浦东新区浦兴路街道东陆路1268弄59-64号,18121339477,200120,民建民营,张建良
382,浦东新区,浦兴路街道,上海浦东新区浦兴敬老院,150,1999-12-01,上海市博兴路1208号,021-68956907,201206,公建民营,袁熙婕
383,浦东新区,浦兴路街道,上海浦东新区证大家园养老院,100,2020-12-15,上海市巨峰路209号,50930290,200129,民建民营,瞿文
384,浦东新区,浦兴路街道,上海浦东钱桥养老院有限公司,296,2019-02-15,上海市凌河路269号,60893000,200129,民建民营,李秀英
385,浦东新区,三林镇,陈娟英敬老院,220,1994-10-13,上海市杨新东路18号,021-58429240,200126,公建公营,蔡国强
386,浦东新区,三林镇,上海华安养老院,364,2018-05-25,上海市浦东新区三林镇云台路839号,58381870,200123,民建民营,赵建华
